Data File Name,2100 expert_High Sensitivity DNA Assay_DE13805071_2013-11-18_15-35-14.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2013-11-18
Date Created,"Monday, November 18, 2013 2:35:13 PM"
Date Last Modified,"Monday, November 18, 2013 4:45:26 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,CGN1_H3K79me2_ChIP
Number of Events,2121
 
Time,Value
32,0.2346497
32.05,0.2346497
32.1,0.2346497
32.15,0.2346497
32.2,0.2346497
32.25,0.2346497
32.3,0.2346497
32.35,0.2346497
32.4,0.2319434
32.45,0.1752698
32.5,7.058132E-02
32.55,0.0606137
32.6,0.1287836
32.65,0.1486516
32.7,9.797559E-02
32.75,2.188768E-02
32.8,1.556385E-02
32.85,-1.841995E-03
32.9,-3.833356E-02
32.95,-8.700868E-02
33,-0.1229056
33.05,-0.1325942
33.1,-7.900289E-02
33.15,-6.239311E-02
33.2,-4.527632E-03
33.25,-8.318095E-03
33.3,-0.1344651
33.35,-0.2139052
33.4,-0.237165
33.45,-0.1698276
33.5,-6.499479E-02
33.55,-3.221925E-02
33.6,-2.676176E-02
33.65,-9.530077E-02
33.7,-0.2412211
33.75,-0.20347
33.8,-0.1913177
33.85,-0.1773631
33.9,-0.1404361
33.95,-0.1668984
34,-0.301073
34.05,-0.3614948
34.1,-0.3039206
34.15,-0.1745384
34.2,-0.1216244
34.25,3.366416E-02
34.3,-6.110929E-03
34.35,-0.1238554
34.4,-0.2309326
34.45,-0.1489317
34.5,-5.283648E-02
34.55,-7.195911E-02
34.6,-0.1181711
34.65,-0.1260785
34.7,-0.226761
34.75,-0.1715916
34.8,-7.455286E-02
34.85,9.755503E-02
34.9,3.272875E-02
34.95,-0.1803785
35,-0.3214125
35.05,-0.3219176
35.1,-0.2186792
35.15,-0.1002092
35.2,-1.308138E-02
35.25,-4.448442E-02
35.3,-0.2917729
35.35,-0.4217835
35.4,-0.4808891
35.45,-0.4353178
35.5,-0.3586715
35.55,-0.3497152
35.6,-0.2381048
35.65,-0.1237165
35.7,-9.276718E-02
35.75,-0.0658004
35.8,-0.1070229
35.85,-9.871825E-02
35.9,-0.1797978
35.95,-0.3086789
36,-0.2837943
36.05,-0.2525199
36.1,-0.3010953
36.15,-0.2539653
36.2,-0.2038421
36.25,-0.1381395
36.3,-0.1605718
36.35,-0.2805185
36.4,-0.2008331
36.45,-0.2178534
36.5,-0.1942131
36.55,-6.323735E-02
36.6,7.746297E-02
36.65,0.1411541
36.7,0.1317554
36.75,0.0618412
36.8,4.524183E-02
36.85,-2.181514E-02
36.9,-0.1219289
36.95,-0.1186213
37,-5.353596E-02
37.05,4.276515E-04
37.1,5.389891E-02
37.15,8.600169E-02
37.2,0.1636823
37.25,0.3464895
37.3,0.5504473
37.35,0.855835
37.4,1.050351
37.45,0.9854013
37.5,0.9352131
37.55,1.206668
37.6,2.124161
37.65,3.588657
37.7,5.46058
37.75,7.287434
37.8,8.751506
37.85,9.321601
37.9,8.801558
37.95,7.291579
38,5.238093
38.05,3.261312
38.1,1.919694
38.15,1.209181
38.2,0.8918071
38.25,0.2854502
38.3,-0.4954026
38.35,-1.253848
38.4,-1.718779
38.45,-1.760523
38.5,-1.649303
38.55,-1.459782
38.6,-1.229502
38.65,-1.079558
38.7,-1.029111
38.75,-1.038996
38.8,-1.048574
38.85,-1.049004
38.9,-1.129829
38.95,-0.9941223
39,-0.8789935
39.05,-0.7977896
39.1,-0.79721
39.15,-0.8283561
39.2,-0.983767
39.25,-1.008702
39.3,-1.017172
39.35,-0.8452365
39.4,-0.7504981
39.45,-0.5915253
39.5,-0.5378528
39.55,-0.4761845
39.6,-0.3218233
39.65,-0.1922867
39.7,-0.1382341
39.75,-6.768068E-02
39.8,-8.152895E-02
39.85,3.719254E-02
39.9,4.211679E-02
39.95,0.0647494
40,6.966563E-02
40.05,0.0403011
40.1,0.177775
40.15,0.2333407
40.2,0.3246144
40.25,0.351838
40.3,0.3072026
40.35,0.403164
40.4,0.5119035
40.45,0.5435284
40.5,0.5110387
40.55,0.5025955
40.6,0.4248247
40.65,0.389054
40.7,0.4179116
40.75,0.4679462
40.8,0.4331442
40.85,0.3239465
40.9,0.3871653
40.95,0.4487827
41,0.325633
41.05,0.3495064
41.1,0.1793815
41.15,0.1941713
41.2,0.2151596
41.25,0.3182512
41.3,0.4109217
41.35,0.3965799
41.4,0.3017065
41.45,0.2151216
41.5,0.3025974
41.55,0.5089417
41.6,0.6041776
41.65,0.6570348
41.7,0.5110338
41.75,0.3518142
41.8,0.3074396
41.85,0.4027402
41.9,0.5803617
41.95,0.5477637
42,0.4891529
42.05,0.3535413
42.1,0.2942234
42.15,0.218958
42.2,0.3156645
42.25,0.3703322
42.3,0.4329668
42.35,0.5434012
42.4,0.8081655
42.45,1.225729
42.5,2.169619
42.55,4.459036
42.6,9.27789
42.65,18.08606
42.7,32.21127
42.75,52.49871
42.8,77.48484
42.85,104.4507
42.9,128.2194
42.95,143.7432
43,147.1122
43.05,137.2726
43.1,116.3828
43.15,89.70721
43.2,62.46351
43.25,39.48909
43.3,22.67104
43.35,12.48547
43.4,7.154814
43.45,4.800239
43.5,3.810459
43.55,3.443318
43.6,3.123213
43.65,2.995526
43.7,2.799174
43.75,2.668512
43.8,2.507353
43.85,2.436881
43.9,2.288436
43.95,2.195645
44,2.156786
44.05,2.167109
44.1,2.076186
44.15,2.034051
44.2,1.914904
44.25,1.888146
44.3,1.803
44.35,1.80152
44.4,1.833377
44.45,1.814223
44.5,1.743899
44.55,1.555412
44.6,1.431735
44.65,1.344603
44.7,1.328462
44.75,1.28981
44.8,1.21096
44.85,1.242983
44.9,1.35229
44.95,1.482689
45,1.638996
45.05,1.716724
45.1,1.795577
45.15,1.642126
45.2,1.51843
45.25,1.54949
45.3,1.454699
45.35,1.459566
45.4,1.470533
45.45,1.531862
45.5,1.563413
45.55,1.724156
45.6,1.788516
45.65,1.89517
45.7,1.906682
45.75,1.890714
45.8,1.768836
45.85,1.820404
45.9,1.724696
45.95,1.828153
46,1.735636
46.05,1.892832
46.1,1.977082
46.15,1.985895
46.2,2.012788
46.25,2.029928
46.3,1.898172
46.35,1.918932
46.4,2.054229
46.45,2.209921
46.5,2.271181
46.55,2.279356
