Data File Name,2100 expert_High Sensitivity DNA Assay_DE13805071_2013-11-18_15-35-14.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2013-11-18
Date Created,"Monday, November 18, 2013 2:35:13 PM"
Date Last Modified,"Monday, November 18, 2013 4:45:26 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,RC1_H3K27ac_ChIP
Number of Events,2121
 
Time,Value
32,0.1297015
32.05,0.1386496
32.1,0.105096
32.15,2.883994E-02
32.2,4.676288E-02
32.25,7.941797E-02
32.3,8.585176E-02
32.35,8.358117E-02
32.4,0.0748008
32.45,4.730141E-02
32.5,-6.367114E-02
32.55,-7.919879E-02
32.6,3.684809E-02
32.65,0.057615
32.7,4.459991E-02
32.75,-0.0188228
32.8,-0.1510302
32.85,-0.2599154
32.9,-0.2286165
32.95,-8.795928E-02
33,3.691873E-02
33.05,0.0498648
33.1,-3.459235E-02
33.15,-0.1430666
33.2,-0.2099804
33.25,-0.2076852
33.3,-0.1255511
33.35,-0.1341957
33.4,-7.805378E-02
33.45,-8.134403E-02
33.5,-1.834651E-02
33.55,9.934754E-02
33.6,3.938361E-02
33.65,-7.438668E-02
33.7,-0.167137
33.75,-0.2605118
33.8,-0.3260074
33.85,-0.3403142
33.9,-0.2488622
33.95,-0.260255
34,-0.3318324
34.05,-0.2281785
34.1,-9.812644E-02
34.15,-3.530483E-02
34.2,-7.144819E-02
34.25,-6.805344E-02
34.3,-0.1285448
34.35,-0.3154629
34.4,-0.3763053
34.45,-0.3214506
34.5,-0.2879875
34.55,-0.2205479
34.6,-0.1714615
34.65,-0.1276165
34.7,-0.1387414
34.75,-0.2588648
34.8,-0.2122539
34.85,-0.1997513
34.9,-0.233259
34.95,-0.2155384
35,-0.1287075
35.05,1.131035E-02
35.1,0.0856228
35.15,4.579119E-02
35.2,-0.0710336
35.25,-0.1620019
35.3,-0.2628269
35.35,-0.2527509
35.4,-0.2237533
35.45,-0.2627275
35.5,-0.3077258
35.55,-0.2937454
35.6,-0.2823703
35.65,-0.262538
35.7,-0.2278349
35.75,-5.943642E-02
35.8,0.1601434
35.85,0.2093184
35.9,0.2848018
35.95,0.2296766
36,6.535431E-02
36.05,-3.914499E-02
36.1,-4.985521E-02
36.15,7.643308E-02
36.2,5.621799E-02
36.25,-1.711155E-02
36.3,-5.731741E-02
36.35,-0.1226474
36.4,-0.1878271
36.45,-0.2610419
36.5,-0.2368482
36.55,-0.1640576
36.6,-0.1260797
36.65,-0.1049445
36.7,-0.0910564
36.75,-9.640122E-02
36.8,-0.1883253
36.85,-0.2445345
36.9,-0.1482721
36.95,-8.109697E-02
37,-1.264168E-02
37.05,-3.394927E-02
37.1,-8.155668E-02
37.15,-0.1771545
37.2,-0.2307387
37.25,-0.1060297
37.3,9.396285E-02
37.35,0.1692279
37.4,0.191611
37.45,0.1324766
37.5,6.545123E-02
37.55,2.585641E-02
37.6,3.190152E-02
37.65,0.1091921
37.7,0.113949
37.75,0.1595488
37.8,0.2000365
37.85,0.1497429
37.9,0.1146353
37.95,4.560731E-02
38,-2.485067E-02
38.05,-2.151522E-02
38.1,1.817212E-02
38.15,3.264397E-02
38.2,-4.261635E-02
38.25,-6.532221E-02
38.3,6.022118E-02
38.35,0.1420421
38.4,0.1813361
38.45,0.1602716
38.5,9.682982E-02
38.55,5.186301E-02
38.6,8.720431E-02
38.65,0.1622234
38.7,0.2460861
38.75,0.2779
38.8,0.3193729
38.85,0.331219
38.9,0.2914224
38.95,0.2597873
39,0.2186728
39.05,0.1421834
39.1,0.1560608
39.15,0.3202353
39.2,0.5076539
39.25,0.5350116
39.3,0.4128501
39.35,0.2999164
39.4,0.2281806
39.45,0.2467787
39.5,0.4575491
39.55,0.7465385
39.6,0.9008567
39.65,0.9277308
39.7,0.9818724
39.75,1.083402
39.8,1.138682
39.85,1.163974
39.9,1.175263
39.95,1.177202
40,1.207558
40.05,1.268244
40.1,1.348747
40.15,1.355999
40.2,1.218713
40.25,1.104317
40.3,1.003942
40.35,0.9563159
40.4,0.8815702
40.45,0.8291462
40.5,0.9326426
40.55,1.070749
40.6,1.152241
40.65,1.163641
40.7,1.040518
40.75,0.831753
40.8,0.6559315
40.85,0.594195
40.9,0.6906134
40.95,0.7551166
41,0.7629319
41.05,0.7894266
41.1,0.812788
41.15,0.7690659
41.2,0.7696753
41.25,0.7290105
41.3,0.7544342
41.35,0.7514274
41.4,0.8780365
41.45,1.041375
41.5,1.020034
41.55,1.040031
41.6,1.069806
41.65,1.034854
41.7,1.014466
41.75,1.019777
41.8,1.01208
41.85,0.9921513
41.9,0.9954685
41.95,1.215751
42,1.35858
42.05,1.475661
42.1,1.504491
42.15,1.423563
42.2,1.264801
42.25,1.200258
42.3,1.128595
42.35,1.22661
42.4,1.440905
42.45,1.948778
42.5,2.96588
42.55,5.181124
42.6,9.667349
42.65,17.65822
42.7,30.64244
42.75,49.6278
42.8,73.43275
42.85,99.71567
42.9,124.0959
42.95,141.795
43,148.094
43.05,141.7304
43.1,124.3477
43.15,99.73765
43.2,73.18217
43.25,49.47258
43.3,31.00577
43.35,18.41578
43.4,10.95181
43.45,7.325323
43.5,5.764754
43.55,5.205548
43.6,4.98763
43.65,4.767857
43.7,4.483366
43.75,4.254528
43.8,4.103162
43.85,4.002519
43.9,3.950308
43.95,3.94773
44,3.913312
44.05,3.852139
44.1,3.787116
44.15,3.626402
44.2,3.457756
44.25,3.335961
44.3,3.351722
44.35,3.557016
44.4,3.766366
44.45,3.854256
44.5,3.988125
44.55,3.993246
44.6,3.894373
44.65,3.775411
44.7,3.783981
44.75,3.805348
44.8,3.885628
44.85,4.013514
44.9,4.142664
44.95,4.194977
45,4.153021
45.05,4.172576
45.1,4.377922
45.15,4.683608
45.2,4.989186
45.25,5.157318
45.3,5.246739
45.35,5.353288
45.4,5.312252
45.45,5.41726
45.5,5.599973
45.55,5.755936
45.6,5.886207
45.65,6.096158
45.7,6.330577
45.75,6.529836
45.8,6.666964
45.85,6.917794
45.9,7.110382
45.95,7.232771
46,7.35689
46.05,7.433439
46.1,7.488633
46.15,7.641341
46.2,7.792415
46.25,7.97494
46.3,8.162597
46.35,8.407701
46.4,8.719386
46.45,9.029172
46.5,9.34758
46.55,9.580729
