   2.0000000e+00   9.6748365e-10   3.4049855e-01
   3.2857100e+00   1.3963734e-07   6.2901069e-01
   4.5714300e+00   7.5964833e-08   9.9999469e-01
   5.8571400e+00   7.4511101e-09   5.1183839e-01
   7.1428600e+00   1.0770879e-09   1.8693282e-02
   8.4285700e+00   5.9455059e-10   1.0895923e-01
   9.7142900e+00   2.9096831e-08   4.0510105e-01
   1.1000000e+01   2.2477461e-08   1.1153401e-01
   1.2285700e+01   1.0151538e-08   1.0648863e-01
   1.3571400e+01   3.2675937e-08   5.4622957e-01
   1.4857100e+01   9.5781543e-08   4.0936901e-01
   1.6142900e+01   2.0932907e-08   5.2344678e-01
   1.7428600e+01   6.3398857e-08   5.6907967e-01
   1.8714300e+01   9.5564091e-08   2.5515100e-01
   2.0000000e+01   4.6709281e-08   2.0143038e-01
