   2.0000000e+00   3.1992299e-08   5.3108052e-01
   2.3050800e+00   2.9435379e-08   5.6092199e-01
   2.6101700e+00   3.4790182e-08   5.8667071e-01
   2.9152500e+00   4.9418760e-08   9.9997786e-01
   3.2203400e+00   1.1284556e-07   7.0870668e-01
   3.5254200e+00   2.1517010e-07   5.8386399e-01
   3.8305100e+00   2.3457714e-07   9.9998435e-01
   4.1355900e+00   1.0419836e-07   6.5345002e-01
   4.4406800e+00   7.7734728e-08   9.9997103e-01
   4.7457600e+00   7.7370354e-08   9.9998845e-01
   5.0508500e+00   4.1177470e-08   5.7296229e-01
   5.3559300e+00   1.6461664e-08   5.3879974e-01
   5.6610200e+00   8.7744878e-09   5.1898203e-01
   5.9661000e+00   5.8751283e-09   5.2382753e-01
   6.2711900e+00   3.3038892e-09   4.6745651e-01
   6.5762700e+00   2.1363817e-09   3.5077139e-01
   6.8813600e+00   1.6588356e-09   1.0523136e-02
   7.1864400e+00   1.0417820e-09   3.2981656e-02
   7.4915300e+00   1.0978803e-09   2.1412278e-01
   7.7966100e+00   2.2384831e-09   3.3333084e-01
   8.1017000e+00   3.8735497e-09   4.0290306e-01
   8.4067800e+00   5.7224957e-09   3.9007086e-01
   8.7118600e+00   1.1090756e-08   2.7197513e-01
   9.0169500e+00   9.3039052e-09   1.0424689e-01
   9.3220300e+00   2.8829524e-08   2.4763612e-01
   9.6271200e+00   3.3375685e-08   3.8468846e-01
   9.9322000e+00   3.7083983e-08   5.2128431e-01
   1.0237300e+01   4.0192419e-08   9.9994514e-01
   1.0542400e+01   3.2530636e-08   4.8595763e-01
   1.0847500e+01   2.8921906e-08   3.2018742e-01
   1.1152500e+01   2.5954605e-08   2.8912945e-02
   1.1457600e+01   2.0041282e-08   4.8947214e-01
   1.1762700e+01   2.5428019e-08   5.7630698e-01
   1.2067800e+01   2.6943271e-08   2.9358699e-01
   1.2372900e+01   2.8659335e-08   1.1332245e-01
   1.2678000e+01   2.3213104e-08   3.4042391e-01
   1.2983100e+01   2.1402072e-08   4.2912128e-01
   1.3288100e+01   2.1335569e-08   5.3948376e-01
   1.3593200e+01   2.9608620e-08   9.9990385e-01
   1.3898300e+01   3.5881728e-08   4.2144378e-01
   1.4203400e+01   4.0812167e-08   9.6069752e-02
   1.4508500e+01   2.6222208e-08   4.1713687e-01
   1.4813600e+01   6.6539588e-08   2.7772518e-01
   1.5118600e+01   7.5606994e-08   5.2931892e-01
   1.5423700e+01   5.5437876e-08   6.4772129e-01
   1.5728800e+01   2.4138494e-08   9.9995710e-01
   1.6033900e+01   2.0944299e-08   9.9958671e-01
   1.6339000e+01   1.8171805e-08   9.9999332e-01
   1.6644100e+01   1.3632777e-08   5.2037737e-01
   1.6949200e+01   2.0767321e-08   3.5705049e-01
   1.7254200e+01   4.7385674e-08   4.6990667e-01
   1.7559300e+01   8.6050112e-08   9.9999249e-01
   1.7864400e+01   9.5245874e-08   9.9994161e-01
   1.8169500e+01   9.6383990e-08   4.6033042e-01
   1.8474600e+01   8.8006167e-08   3.6207833e-01
   1.8779700e+01   9.7776270e-08   2.6030512e-01
   1.9084700e+01   1.0192770e-07   1.0703245e-01
   1.9389800e+01   8.5109328e-08   6.5814348e-02
   1.9694900e+01   6.0560837e-08   2.1510931e-01
   2.0000000e+01   4.4092047e-08   4.0235037e-01
