  1.5000000e+000  2.5600000e+001  3.7817806e+002  1.0000000e+000
  1.5000000e+000  2.6000000e+001  1.9575884e+002  1.0000000e+000
  1.5000000e+000  2.6400000e+001  1.5750630e+002  1.0000000e+000
  1.5000000e+000  2.6800000e+001  5.4516165e+002  1.0000000e+000
  1.5000000e+000  2.7200000e+001  2.6200586e+002  1.0000000e+000
  1.5000000e+000  2.7600000e+001  1.2447269e+002  1.0000000e+000
  1.5000000e+000  2.8000000e+001  2.5920826e+002  1.0000000e+000
  1.5000000e+000  2.8400000e+001  2.1486082e+002  1.0000000e+000
  1.5000000e+000  2.8800000e+001  1.5420467e+002  1.0000000e+000
  1.5000000e+000  2.9200000e+001  1.4959026e+002  1.0000000e+000
  1.5000000e+000  2.9600000e+001  1.4149257e+002  1.0000000e+000
  1.5000000e+000  3.0000000e+001  1.3716505e+002  1.0000000e+000
  1.5000000e+000  3.0400000e+001  1.5960447e+002  1.0000000e+000
  1.5000000e+000  3.0800000e+001  6.6644359e+001  1.0000000e+000
  1.5000000e+000  3.1200000e+001  1.6681761e+002  1.0000000e+000
  1.5000000e+000  3.1600000e+001  3.5240254e+002  1.0000000e+000
  1.5000000e+000  3.2000000e+001  5.0515297e+002  1.0000000e+000
