  1.8000000e+000  1.6000000e+001  9.0833794e+002  1.0000000e+000
  2.2000000e+000  1.6000000e+001  3.8311760e+002  1.0000000e+000
  2.6000000e+000  1.6000000e+001  5.7561976e+002  1.0000000e+000
  3.0000000e+000  1.6000000e+001  1.1369380e+003  1.0000000e+000
  3.4000000e+000  1.6000000e+001  9.1269868e+002  1.0000000e+000
  3.8000000e+000  1.6000000e+001  9.3553945e+002  1.0000000e+000
  4.2000000e+000  1.6000000e+001  5.2618412e+002  1.0000000e+000
  4.6000000e+000  1.6000000e+001  9.6336905e+002  1.0000000e+000
  5.0000000e+000  1.6000000e+001  8.9522056e+002  1.0000000e+000
  5.0000000e+000  1.6000000e+001  1.0636670e+003  1.0000000e+000
  5.4000000e+000  1.6000000e+001  9.1173459e+002  1.0000000e+000
  5.8000000e+000  1.6000000e+001  4.1274257e+002  1.0000000e+000
  6.2000000e+000  1.6000000e+001  2.6666564e+002  1.0000000e+000
  6.6000000e+000  1.6000000e+001  1.7984289e+002  1.0000000e+000
  7.0000000e+000  1.6000000e+001  3.4150645e+002  1.0000000e+000
  7.4000000e+000  1.6000000e+001  1.9666592e+002  1.0000000e+000
  7.8000000e+000  1.6000000e+001  4.6438626e+002  1.0000000e+000
  8.2000000e+000  1.6000000e+001  1.2767258e+002  1.0000000e+000
  8.6000000e+000  1.6000000e+001  1.3327953e+002  1.0000000e+000
  9.0000000e+000  1.6000000e+001  2.3769232e+002  1.0000000e+000
