  8.0000000e+000  4.6789502e+002  1.0000000e+000
  7.8000000e+000  1.0649884e+003  1.0000000e+000
  7.6000000e+000  8.4705418e+002  1.0000000e+000
  7.4000000e+000  1.0540730e+003  1.0000000e+000
  7.2000000e+000  5.1057036e+002  1.0000000e+000
  7.0000000e+000  5.0569326e+002  1.0000000e+000
  6.8000000e+000  5.0957845e+002  1.0000000e+000
  6.6000000e+000  4.0535537e+002  1.0000000e+000
  6.4000000e+000  4.7379390e+002  1.0000000e+000
  6.2000000e+000  7.9015220e+002  1.0000000e+000
  6.0000000e+000  1.1108040e+003  1.0000000e+000
  5.8000000e+000  1.1370097e+003  1.0000000e+000
  5.6000000e+000  1.6936246e+003  1.0000000e+000
  5.4000000e+000  2.0077878e+003  1.0000000e+000
  5.2000000e+000  6.0329082e+002  1.0000000e+000
  5.0000000e+000  3.5015088e+002  1.0000000e+000
  4.8000000e+000  7.1680984e+002  1.0000000e+000
  4.6000000e+000  5.5680733e+002  1.0000000e+000
  4.4000000e+000  4.1257900e+002  1.0000000e+000
  4.2000000e+000  4.3028918e+002  1.0000000e+000
  4.0000000e+000  4.5403345e+002  1.0000000e+000
  3.8000000e+000  3.5004228e+002  1.0000000e+000
