32	0.2954111
32.05	0.2715567
32.1	0.2717937
32.15	0.1951742
32.2	0.152803
32.25	5.578807E-02
32.3	0.1451138
32.35	0.273674
32.4	0.4645763
32.45	0.421188
32.5	0.239548
32.55	9.463128E-02
32.6	0.1584368
32.65	0.3019149
32.7	0.4655783
32.75	0.4647126
32.8	0.3745191
32.85	0.3744738
32.9	0.3778487
32.95	0.3598098
33	0.1665649
33.05	7.048698E-02
33.1	0.0956069
33.15	0.2135606
33.2	0.355539
33.25	0.4602398
33.3	0.4722314
33.35	0.3376925
33.4	0.3226186
33.45	0.4568826
33.5	0.5173096
33.55	0.58768
33.6	0.6343126
33.65	0.5719754
33.7	0.50986
33.75	0.5007111
33.8	0.6266251
33.85	0.6127864
33.9	0.7027312
33.95	0.7974456
34	0.8177122
34.05	0.7326857
34.1	0.748694
34.15	0.6785524
34.2	0.6753709
34.25	0.8449952
34.3	0.9030077
34.35	0.8292127
34.4	0.7085465
34.45	0.6204541
34.5	0.465776
34.55	0.5383211
34.6	0.6308924
34.65	0.6620424
34.7	0.6844012
34.75	0.7000944
34.8	0.652124
34.85	0.5877268
34.9	0.6900423
34.95	0.830418
35	0.8687871
35.05	0.8517337
35.1	0.8643061
35.15	0.7722618
35.2	0.4899884
35.25	0.3744462
35.3	0.365021
35.35	0.3721579
35.4	0.5759113
35.45	0.7266492
35.5	0.6101379
35.55	0.5290996
35.6	0.4901271
35.65	0.4780396
35.7	0.5508311
35.75	0.5646629
35.8	0.3664618
35.85	0.1919104
35.9	0.1694231
35.95	0.2456136
36	0.4763457
36.05	0.5984172
36.1	0.5805029
36.15	0.5429059
36.2	0.5358118
36.25	0.4923679
36.3	0.493302
36.35	0.5033363
36.4	0.455532
36.45	0.4217731
36.5	0.4148745
36.55	0.3915488
36.6	0.2980876
36.65	0.3868518
36.7	0.4164201
36.75	0.3659702
36.8	0.3915818
36.85	0.3918032
36.9	0.2043801
36.95	0.1813423
37	0.246034
37.05	0.2104081
37.1	0.1830462
37.15	0.1210679
37.2	2.245513E-02
37.25	-8.682008E-03
37.3	0.1346626
37.35	0.1271253
37.4	6.739132E-02
37.45	7.477966E-02
37.5	5.670219E-02
37.55	6.979521E-02
37.6	-1.464878E-02
37.65	-6.060666E-02
37.7	-4.276162E-02
37.75	5.562932E-02
37.8	0.1137768
37.85	1.814738E-02
37.9	-0.1309725
37.95	-0.2638054
38	-0.2699585
38.05	-0.1985197
38.1	-9.852865E-02
38.15	-0.1838384
38.2	-0.1918829
38.25	-0.1525399
38.3	-0.1877593
38.35	-0.2296441
38.4	-0.2830714
38.45	-0.3579466
38.5	-0.3626303
38.55	-0.2886242
38.6	-0.3619692
38.65	-0.4959595
38.7	-0.4998952
38.75	-0.5202385
38.8	-0.4359933
38.85	-0.2633932
38.9	-0.2610133
38.95	-0.2384089
39	-0.285904
39.05	-0.30172
39.1	-0.3037082
39.15	-0.2246171
39.2	-0.1983111
39.25	-0.2219718
39.3	-0.1995518
39.35	-0.2567025
39.4	-0.3450904
39.45	-0.4939184
39.5	-0.6011227
39.55	-0.5793474
39.6	-0.4622609
39.65	-0.3488925
39.7	-0.3510957
39.75	-0.4106858
39.8	-0.469548
39.85	-0.4655396
39.9	-0.3180388
39.95	-0.2256056
40	-0.2207823
40.05	-0.2785527
40.1	-0.4403233
40.15	-0.4521047
40.2	-0.3748482
40.25	-0.3228153
40.3	-0.3412746
40.35	-0.4386472
40.4	-0.4515325
40.45	-0.4361634
40.5	-0.3986816
40.55	-0.449314
40.6	-0.4653575
40.65	-0.3611631
40.7	-0.2451905
40.75	-9.179855E-02
40.8	-0.1126798
40.85	-0.2477017
40.9	-0.3983593
40.95	-0.5131778
41	-0.5606075
41.05	-0.5606673
41.1	-0.5071018
41.15	-0.3882917
41.2	-0.2843683
41.25	-0.2890042
41.3	-0.2682446
41.35	-0.3364356
41.4	-0.3758461
41.45	-0.3312416
41.5	-0.2684643
41.55	-0.3591835
41.6	-0.4912705
41.65	-0.5231412
41.7	-0.4556564
41.75	-0.303747
41.8	-0.1398084
41.85	-0.1258575
41.9	-0.1751069
41.95	-0.1770101
42	-0.1257346
42.05	-6.454752E-02
42.1	-6.419804E-02
42.15	-0.1148275
42.2	-0.1008427
42.25	-0.062333
42.3	-3.755613E-02
42.35	-0.1254586
42.4	-0.181477
42.45	-0.118391
42.5	0.4089411
42.55	1.726753
42.6	4.757155
42.65	10.60018
42.7	21.85356
42.75	39.37954
42.8	62.99921
42.85	90.13245
42.9	115.9089
42.95	134.8404
43	141.4631
43.05	132.5592
43.1	111.7262
43.15	84.66039
43.2	57.50081
43.25	34.95695
43.3	19.25069
43.35	9.858105
43.4	5.378703
43.45	3.334113
43.5	2.613139
43.55	2.324359
43.6	2.075921
43.65	1.974622
43.7	1.798789
43.75	1.696701
43.8	1.567077
43.85	1.365452
