32	0.5848753
32.05	0.7362812
32.1	0.5301375
32.15	0.1413107
32.2	-0.1739268
32.25	-0.3583695
32.3	-0.2838743
32.35	-0.1253845
32.4	-9.680624E-02
32.45	-0.1799076
32.5	-0.1824701
32.55	-0.1364152
32.6	-0.1739708
32.65	-0.1547394
32.7	-0.1288766
32.75	-0.1883595
32.8	-0.2827439
32.85	-0.2651254
32.9	-0.4061983
32.95	-0.5612567
33	-0.5678881
33.05	-0.5612743
33.1	-0.5161141
33.15	-0.5380838
33.2	-0.5706599
33.25	-0.5314034
33.3	-0.3713143
33.35	-0.2460113
33.4	-0.1619637
33.45	-0.1236294
33.5	-0.1599639
33.55	-0.1579979
33.6	-0.192164
33.65	-0.2496528
33.7	-0.2513178
33.75	-0.246174
33.8	-0.2258388
33.85	-9.428294E-02
33.9	-2.560049E-02
33.95	5.445227E-02
34	0.1264702
34.05	0.2022881
34.1	0.1776218
34.15	0.1531983
34.2	8.578596E-02
34.25	1.942711E-03
34.3	7.686999E-02
34.35	0.2395609
34.4	0.3317761
34.45	0.1328197
34.5	5.195393E-04
34.55	-0.2119343
34.6	-0.2471578
34.65	-9.457889E-02
34.7	-2.896265E-02
34.75	-0.1205078
34.8	-0.2020751
34.85	-0.1561887
34.9	4.390309E-04
34.95	0.1559416
35	0.2010907
35.05	3.506673E-02
35.1	-0.2560412
35.15	-0.4143334
35.2	-0.3341066
35.25	-5.704768E-02
35.3	6.543364E-02
35.35	8.666866E-02
35.4	9.66746E-03
35.45	-8.216535E-02
35.5	-7.856908E-02
35.55	-8.025651E-02
35.6	1.680488E-02
35.65	0.1929511
35.7	0.2500939
35.75	0.2829008
35.8	0.157027
35.85	-0.0815525
35.9	-0.2646557
35.95	-0.1604678
36	-3.407087E-02
36.05	0.1062318
36.1	0.1732682
36.15	2.661897E-02
36.2	-0.1489903
36.25	-0.272107
36.3	-0.2682637
36.35	-0.1996039
36.4	5.997377E-02
36.45	5.352074E-02
36.5	3.584771E-02
36.55	1.062789E-02
36.6	-6.653619E-02
36.65	-9.907646E-02
36.7	-0.0155943
36.75	-1.558322E-02
36.8	4.183818E-02
36.85	9.744532E-02
36.9	0.113844
36.95	0.0507864
37	-3.114496E-02
37.05	-0.1055508
37.1	-0.1638218
37.15	-0.2840867
37.2	-0.4428459
37.25	-0.4480824
37.3	-0.3933678
37.35	-0.3066356
37.4	-0.3367479
37.45	-0.2741971
37.5	-0.1927564
37.55	0.0366434
37.6	0.2465913
37.65	0.2811717
37.7	0.1001579
37.75	-0.1547849
37.8	-0.1984625
37.85	-0.2645013
37.9	-0.2073469
37.95	-0.1654425
38	-0.1467054
38.05	-0.1210002
38.1	-0.1343071
38.15	-0.0949889
38.2	-6.852856E-02
38.25	-3.227427E-02
38.3	-0.1252684
38.35	-0.1660578
38.4	-0.1428799
38.45	-0.1348087
38.5	-0.1257954
38.55	-0.1716125
38.6	-0.2089552
38.65	-0.2068158
38.7	-0.1244954
38.75	-5.935776E-02
38.8	-0.1005017
38.85	-0.2375622
38.9	-0.3540006
38.95	-0.4025953
39	-0.3632476
39.05	-0.2375337
39.1	-0.1496074
39.15	-0.1092538
39.2	-0.1120327
39.25	-0.1386991
39.3	-2.480455E-02
39.35	0.1689149
39.4	0.2333155
39.45	0.1606163
39.5	0.1224231
39.55	2.375555E-02
39.6	-8.074744E-02
39.65	-4.390585E-02
39.7	-2.880326E-02
39.75	-9.353886E-02
39.8	-2.118408E-02
39.85	-1.937376E-02
39.9	-0.0528029
39.95	5.753683E-02
40	0.1471101
40.05	0.2345879
40.1	0.2400252
40.15	0.2950725
40.2	0.24296
40.25	0.3168057
40.3	0.3817242
40.35	0.3012357
40.4	0.215721
40.45	0.10516
40.5	0.1286484
40.55	8.470047E-02
40.6	0.1897081
40.65	0.1574699
40.7	0.1989699
40.75	0.215758
40.8	0.3395831
40.85	0.4195541
40.9	0.4771809
40.95	0.5218939
41	0.4856998
41.05	0.4724544
41.1	0.3196761
41.15	0.3207446
41.2	0.4595101
41.25	0.7858774
41.3	0.9791293
41.35	1.15063
41.4	1.13651
41.45	0.9549322
41.5	0.957679
41.55	1.051646
41.6	1.038026
41.65	0.9429343
41.7	0.9077854
41.75	0.8809278
41.8	0.8966124
41.85	1.003367
41.9	0.9867652
41.95	0.9390951
42	1.074795
42.05	1.277153
42.1	1.40195
42.15	1.451862
42.2	1.455979
42.25	1.467389
42.3	1.545593
42.35	1.674512
42.4	1.83646
42.45	2.28617
42.5	3.541834
42.55	6.369401
42.6	11.62465
42.65	21.51647
42.7	36.73316
42.75	57.40659
42.8	82.20175
42.85	108.2612
42.9	130.8698
42.95	145.462
43	148.7846
43.05	138.4299
43.1	118.4226
43.15	93.09827
43.2	67.50322
43.25	45.16673
43.3	28.37835
43.35	17.40146
43.4	11.22568
43.45	8.412217
43.5	7.282198
43.55	6.995113
43.6	6.974093
43.65	7.01525
43.7	6.965455
43.75	6.725096
43.8	6.682485
43.85	6.737192
43.9	7.008527
43.95	7.380782
44	7.717633
44.05	8.008883
44.1	8.142264
44.15	8.317698
44.2	8.315833
44.25	8.420781
44.3	8.521543
44.35	8.816488
44.4	9.193295
44.45	9.419827
44.5	9.525025
44.55	9.645374
44.6	10.00629
44.65	10.20607
44.7	10.49874
44.75	10.72597
44.8	10.86052
44.85	11.14103
44.9	11.59624
44.95	12.07273
45	12.31119
45.05	12.87588
45.1	13.31064
45.15	13.77201
45.2	14.11303
45.25	14.34613
45.3	14.57086
45.35	14.75337
45.4	15.17044
45.45	15.4825
45.5	15.84904
45.55	16.16458
45.6	16.58367
45.65	17.03605
45.7	17.49664
45.75	17.92006
45.8	18.20137
45.85	18.24956
45.9	18.30647
45.95	18.36287
46	18.50346
46.05	18.91572
46.1	19.35378
46.15	19.83606
46.2	20.2714
46.25	20.77588
46.3	21.07988
46.35	21.47878
46.4	22.00787
46.45	22.44196
46.5	22.84105
46.55	23.02754
46.6	23.36343
46.65	23.74483
46.7	24.29691
46.75	24.8237
46.8	25.17297
46.85	25.38278
46.9	25.60394
46.95	25.91186
47	26.36974
47.05	26.98625
47.1	27.55935
47.15	27.91125
47.2	28.14979
47.25	28.48339
47.3	28.94275
47.35	29.53261
47.4	30.0397
47.45	30.43855
47.5	30.83624
47.55	31.21853
47.6	31.65401
47.65	31.89843
47.7	32.12861
47.75	32.36106
47.8	32.97308
47.85	33.5195
47.9	33.99493
47.95	34.42851
48	34.79015
48.05	35.26885
48.1	35.65308
48.15	36.04998
48.2	36.44927
48.25	36.84719
48.3	37.3693
48.35	37.88306
48.4	38.2485
48.45	38.52002
48.5	38.89413
48.55	39.45753
48.6	39.97907
48.65	40.46806
48.7	40.76326
48.75	40.9562
48.8	41.59261
48.85	42.11156
48.9	42.73094
48.95	43.39516
49	43.92789
49.05	44.03064
49.1	44.28961
49.15	44.83175
49.2	45.37995
49.25	45.88413
49.3	46.52623
49.35	46.73104
49.4	46.64888
49.45	46.99091
49.5	47.58575
49.55	48.33789
49.6	49.13435
49.65	49.84686
49.7	50.11793
49.75	50.30008
49.8	50.61782
49.85	51.29445
49.9	51.95107
49.95	52.42564
50	52.95142
50.05	53.23819
50.1	53.33232
50.15	53.74006
50.2	54.27855
50.25	54.35882
50.3	54.62643
50.35	55.12571
50.4	55.49451
50.45	56.15636
50.5	56.89029
50.55	57.34954
50.6	57.92062
50.65	58.60161
50.7	58.97499
50.75	59.29945
50.8	59.52882
50.85	59.6398
50.9	59.93815
50.95	60.39775
51	60.83191
51.05	61.54637
51.1	62.14029
