  5.0000000e+000  1.3200000e+001  6.2934578e+004  0.0000000e+000
  5.0000000e+000  1.3600000e+001  3.1522656e+002  1.0000000e+000
  5.0000000e+000  1.4000000e+001  9.0624864e+002  1.0000000e+000
  5.0000000e+000  1.4400000e+001  1.9676333e+003  1.0000000e+000
  5.0000000e+000  1.4800000e+001  2.5242745e+003  1.0000000e+000
  5.0000000e+000  1.5200000e+001  5.7037307e+003  0.0000000e+000
  5.0000000e+000  1.5600000e+001  8.5121499e+003  0.0000000e+000
  5.0000000e+000  1.6000000e+001  5.1020952e+002  1.0000000e+000
  5.0000000e+000  1.6400000e+001  3.1754609e+002  0.0000000e+000
  5.0000000e+000  1.6800000e+001  5.2299332e+002  1.0000000e+000
  5.0000000e+000  1.7200000e+001  5.1542726e+001  0.0000000e+000
  5.0000000e+000  1.7600000e+001  8.5431851e+002  1.0000000e+000
  5.0000000e+000  1.8000000e+001  3.1849342e+002  0.0000000e+000
  5.0000000e+000  1.8400000e+001  1.7224129e+005  0.0000000e+000
  5.0000000e+000  1.9200000e+001  1.2051315e+003  0.0000000e+000
  5.0000000e+000  2.0000000e+001  7.6700122e+002  1.0000000e+000
  5.0000000e+000  2.0800000e+001  1.4244588e+002  1.0000000e+000
  5.0000000e+000  2.1600000e+001  1.0923365e+002  1.0000000e+000
  5.0000000e+000  2.2400000e+001  4.7557689e+002  1.0000000e+000
  5.0000000e+000  2.3200000e+001  1.5433502e+002  1.0000000e+000
  5.0000000e+000  2.4000000e+001  1.3180564e+003  1.0000000e+000
  5.0000000e+000  2.4800000e+001  4.9800871e+003  1.0000000e+000
  5.0000000e+000  2.5200000e+001  1.1502169e+004  1.0000000e+000
  5.0000000e+000  2.5600000e+001  8.6914082e+003  1.0000000e+000
  5.0000000e+000  2.6000000e+001  6.9519963e+003  1.0000000e+000
  5.0000000e+000  2.6400000e+001  3.0288273e+003  1.0000000e+000
  5.0000000e+000  2.6800000e+001  2.3999915e+003  1.0000000e+000
  5.0000000e+000  2.7200000e+001  1.7141599e+003  0.0000000e+000
  5.0000000e+000  2.7600000e+001  1.6915422e+003  0.0000000e+000
  5.0000000e+000  2.8000000e+001  8.8422977e+002  1.0000000e+000
  5.0000000e+000  2.8400000e+001  6.0956744e+004  0.0000000e+000
  5.0000000e+000  2.8800000e+001  4.1401215e+004  0.0000000e+000
  5.0000000e+000  2.9200000e+001  8.8142720e+003  0.0000000e+000
  5.0000000e+000  2.9600000e+001  3.0342381e+003  1.0000000e+000
  5.0000000e+000  3.0000000e+001  1.4034437e+003  1.0000000e+000
  5.0000000e+000  3.0400000e+001  1.0124325e+003  1.0000000e+000
  5.0000000e+000  3.0800000e+001  1.0284833e+003  1.0000000e+000
  5.0000000e+000  3.1200000e+001  5.3627962e+002  1.0000000e+000
  5.0000000e+000  3.1600000e+001  1.4282168e+002  1.0000000e+000
  5.0000000e+000  3.2000000e+001  3.1572711e+002  1.0000000e+000
