0	0	0	0	0	0	0	0
1	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469
2	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048
3	3.34173	-1.63407	1.46148	-0.19917	-0.19917	1.46148	-1.63407
