0	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.05	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.1	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.15	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.2	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.25	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.3	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.35	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.4	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.45	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.5	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.55	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.6	1.11391	-0.54469	0.48716	-0.06639	-0.06639	0.48716	-0.54469	1.11391
0.65	0	0	0	0	0	0	0	0
0.7	0	0	0	0	0	0	0	0
0.75	0	0	0	0	0	0	0	0
0.8	0	0	0	0	0	0	0	0
0.85	0	0	0	0	0	0	0	0
0.9	0	0	0	0	0	0	0	0
0.95	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
1.05	0	0	0	0	0	0	0	0
1.1	0	0	0	0	0	0	0	0
1.15	0	0	0	0	0	0	0	0
1.2	0	0	0	0	0	0	0	0
1.25	0	0	0	0	0	0	0	0
1.3	0	0	0	0	0	0	0	0
1.35	0	0	0	0	0	0	0	0
1.4	0	0	0	0	0	0	0	0
1.45	0	0	0	0	0	0	0	0
1.5	0	0	0	0	0	0	0	0
1.55	0	0	0	0	0	0	0	0
1.6	0	0	0	0	0	0	0	0
1.65	0	0	0	0	0	0	0	0
1.7	0	0	0	0	0	0	0	0
1.75	0	0	0	0	0	0	0	0
1.8	0	0	0	0	0	0	0	0
1.85	0	0	0	0	0	0	0	0
1.9	0	0	0	0	0	0	0	0
1.95	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
2.05	0	0	0	0	0	0	0	0
2.1	0	0	0	0	0	0	0	0
2.15	0	0	0	0	0	0	0	0
2.2	0	0	0	0	0	0	0	0
2.25	0	0	0	0	0	0	0	0
2.3	0	0	0	0	0	0	0	0
2.35	0	0	0	0	0	0	0	0
2.4	0	0	0	0	0	0	0	0
2.45	0	0	0	0	0	0	0	0
2.5	0	0	0	0	0	0	0	0
2.55	0	0	0	0	0	0	0	0
2.6	0	0	0	0	0	0	0	0
2.65	0	0	0	0	0	0	0	0
2.7	0	0	0	0	0	0	0	0
2.75	0	0	0	0	0	0	0	0
2.8	0	0	0	0	0	0	0	0
2.85	0	0	0	0	0	0	0	0
2.9	0	0	0	0	0	0	0	0
2.95	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
3.05	0	0	0	0	0	0	0	0
3.1	0	0	0	0	0	0	0	0
3.15	0	0	0	0	0	0	0	0
3.2	0	0	0	0	0	0	0	0
3.25	0	0	0	0	0	0	0	0
3.3	0	0	0	0	0	0	0	0
3.35	0	0	0	0	0	0	0	0
3.4	0	0	0	0	0	0	0	0
3.45	0	0	0	0	0	0	0	0
3.5	0	0	0	0	0	0	0	0
3.55	0	0	0	0	0	0	0	0
3.6	0	0	0	0	0	0	0	0
3.65	0	0	0	0	0	0	0	0
3.7	0	0	0	0	0	0	0	0
3.75	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
3.8	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
3.85	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
3.9	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
3.95	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.05	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.1	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.15	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.2	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.25	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.3	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.35	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.4	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.45	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.5	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.55	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.6	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.65	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.7	1.81581	-0.86048	0.98667	0.03801	0.03801	0.98667	-0.86048	1.81581
4.75	0	0	0	0	0	0	0	0
