  1.0000000e+000  2.0000000e+001  2.4184697e+002  1.0000000e+000
  1.2000000e+000  2.0000000e+001  2.3441658e+002  1.0000000e+000
  1.4000000e+000  2.0000000e+001  4.8188281e+002  1.0000000e+000
  1.6000000e+000  2.0000000e+001  1.2619182e+002  1.0000000e+000
  1.8000000e+000  2.0000000e+001  2.5538734e+002  1.0000000e+000
  2.0000000e+000  2.0000000e+001  2.7097114e+002  1.0000000e+000
  2.2000000e+000  2.0000000e+001  2.0884666e+002  1.0000000e+000
  2.4000000e+000  2.0000000e+001  1.6607857e+002  1.0000000e+000
  2.6000000e+000  2.0000000e+001  4.4481103e+002  1.0000000e+000
  2.8000000e+000  2.0000000e+001  9.1914231e+002  1.0000000e+000
  3.0000000e+000  2.0000000e+001  1.8646476e+003  1.0000000e+000
  3.2000000e+000  2.0000000e+001  2.9055269e+003  1.0000000e+000
  3.4000000e+000  2.0000000e+001  1.5877211e+003  1.0000000e+000
  3.6000000e+000  2.0000000e+001  1.9632194e+003  1.0000000e+000
  3.8000000e+000  2.0000000e+001  1.4636349e+003  1.0000000e+000
  4.0000000e+000  2.0000000e+001  5.5897267e+002  1.0000000e+000
